clause_id,doc_id,section,text,subject_gt,obligation_gt,condition_gt,threshold_gt,deadline_gt,exception_gt,human_reviewed
OBL-0238,basel3,Section XI,"To receive recognition, the requirements outlined in paragraphs 191 to 196 of the
standardised approach must be met.",,must meet the requirements outlined in paragraphs 191 to 196 of the standardised approach,To receive recognition,,,,TRUE
OBL-0239,basel3,Section XI,"Where partial coverage exists, or where there is a currency mismatch between the underlying
obligation and the credit protection, it is necessary to split the exposure into a covered and an uncovered
amount.",it,split the exposure into a covered and an uncovered amount,"Where partial coverage exists, or where there is a currency mismatch between the underlying obligation and the credit protection",,,,TRUE
OBL-0240,basel3,Section XI,"Whether adjustments are
done through PD or LGD, they must be done in a consistent manner for a given guarantee or credit
derivative type.",adjustments,must be done in a consistent manner for a given guarantee or credit derivative type,Whether adjustments are done through PD or LGD,,,,TRUE
OBL-0241,basel3,Section XI,"In doing so, banks must not include the effect of double default in such adjustments.",banks,must not include the effect of double default in such adjustments,In doing so,,,,TRUE
OBL-0242,basel3,Section XI,"Thus,
the adjusted risk weight must not be less than that of a comparable direct exposure to the protection
provider.",the adjusted risk weight,the adjusted risk weight must not be less than that of a comparable direct exposure to the protection provider,,must not be less than that of a comparable direct exposure to the protection provider,,,TRUE
OBL-0243,basel3,Section XI,"Under this option,
there are no limits to the range of eligible guarantors although the set of minimum requirements provided
in paragraphs 256 and 257 concerning the type of guarantee must be satisfied.",guarantors,must satisfy minimum requirements provided in paragraphs 256 and 257 concerning the type of guarantee,under this option,minimum requirements provided in paragraphs 256 and 257 concerning the type of guarantee,,,TRUE
OBL-0244,basel3,Section XI,"For credit derivatives, the
70 Basel III: Finalising post-crisis reforms
requirements of paragraphs 262 and 263 must be satisfied.15 For exposures for which a bank has
permission to use its own estimates of LGD, the bank may recognise the risk mitigating effects of first-to-
default credit derivatives, but may not recognise the risk mitigating effects of second-to-default or more
generally nth-to-default credit derivatives.",bank,must satisfy requirements of paragraphs 262 and 263 for credit derivatives; may recognise risk mitigating effects of first-to-default credit derivatives but may not recognise risk mitigating effects of second-to-default or nth-to-default credit derivatives,for credit derivatives and for exposures for which a bank has permission to use its own estimates of LGD,,,banks with permission to use own estimates of LGD may recognise first-to-default credit derivatives,TRUE
OBL-0245,basel3,Section XI,"When only the drawn balances of revolving facilities have been
securitised, banks must ensure that they continue to hold required capital against the undrawn balances
associated with the securitised exposures.",banks,must ensure that they continue to hold required capital against the undrawn balances associated with the securitised exposures,When only the drawn balances of revolving facilities have been securitised,,,,TRUE
OBL-0246,basel3,Section XI,"If the facility is constrained in this way, the bank must have sufficient line monitoring and management
procedures to support this contention.",the bank,must have sufficient line monitoring and management procedures to support this contention,If the facility is constrained in this way,,,,TRUE
OBL-0247,basel3,Section XI,"15 When credit derivatives do not cover the restructuring of the underlying obligation, the partial recognition set out in paragraph
196 of the standardised approach applies.",,apply the partial recognition set out in paragraph 196 of the standardised approach,when credit derivatives do not cover the restructuring of the underlying obligation,,,,TRUE
OBL-0248,basel3,Section XI,"Standardised approach CCFs must be used for all other off-balance sheet
items (for example, undrawn non-revolving commitments), and must be used where the minimum
requirements for own estimates of EAD are not met.",regulated entities,must use Standardised approach CCFs,"for all other off-balance sheet items (for example, undrawn non-revolving commitments), and where the minimum requirements for own estimates of EAD are not met",,,,TRUE
OBL-0249,basel3,Section XI,"Banks using any element of the advanced IRB approach are required to measure effective
maturity for each facility as defined below.",Banks using any element of the advanced IRB approach,are required to measure effective maturity for each facility as defined below,using any element of the advanced IRB approach,,,,TRUE
